station_code,station_name,observation_hour_local,pm25_ugm3,vn_aqi_pm25,pm25_source_used,vn_aqi_source_used,pm25_status,vn_aqi_status,pm25_method,vn_aqi_method,backup_station_code,snapshot_time_utc
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-10 06:00,34.00,68,cem,cem,estimated_from_cem_vn_aqi,reported,inverse_vn_aqi_nowcast_breakpoints,reported_hourly_pm25_aqi_nowcast,31390908889087377344742439468,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-10 07:00,32.50,65,cem,cem,estimated_from_cem_vn_aqi,reported,inverse_vn_aqi_nowcast_breakpoints,reported_hourly_pm25_aqi_nowcast,31390908889087377344742439468,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-10 08:00,28.50,57,cem,cem,estimated_from_cem_vn_aqi,reported,inverse_vn_aqi_nowcast_breakpoints,reported_hourly_pm25_aqi_nowcast,31390908889087377344742439468,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-10 09:00,27.00,54,cem,cem,estimated_from_cem_vn_aqi,reported,inverse_vn_aqi_nowcast_breakpoints,reported_hourly_pm25_aqi_nowcast,31390908889087377344742439468,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-14 00:00,24.42,53,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-14 01:00,18.75,50,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-14 02:00,22.13,44,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-14 03:00,27.67,44,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-14 04:00,35.08,50,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-14 05:00,37.96,60,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-14 06:00,31.82,68,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-14 07:00,24.89,65,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-14 08:00,25.18,57,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
31390908889087377344742439468,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),2026-06-14 09:00,27.13,54,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 10:00,46.27,106,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 11:00,40.92,94,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 12:00,52.60,100,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 13:00,40.38,90,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 14:00,41.82,87,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 15:00,30.09,74,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 16:00,21.34,58,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 17:00,15.22,44,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 18:00,12.33,34,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 19:00,23.52,41,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 20:00,34.32,55,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 21:00,74.18,101,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 22:00,44.76,96,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-12 23:00,31.78,80,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-13 00:00,,80,,moitruongthudo,missing,reported,,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-13 01:00,30.65,67,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-13 02:00,61.25,99,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-13 03:00,83.95,130,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-13 04:00,48.92,113,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-13 05:00,78.83,131,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-13 06:00,,131,,moitruongthudo,missing,reported,,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-13 07:00,,0,,moitruongthudo,missing,reported,,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-13 08:00,56.41,0,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,2026-06-13 09:00,42.87,98,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",2026-06-12 10:00,25.22,60,moitruongthudo,moitruongthudo,observed,reported,hourly_mean,reported_hourly_pm25_aqi,,2026-06-14T08:40:38.407831+00:00
