source_slug,station_code,station_name,station_index,observation_hour_local,pm25_ugm3,vn_aqi_pm25,pm25_status,vn_aqi_status,pm25_method,vn_aqi_method,raw_sample_count,raw_time_resolution_minutes,backup_station_code,snapshot_time_utc
moitruongthudo,31390908889087377344742439468,Công viên Nhân Chính - Khuất Duy Tiến,48,2026-06-14 09:00,27.13,54,observed,reported,hourly_mean,reported_hourly_pm25_aqi,5,5,31390908889087377344742439468,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 10:00,46.27,106,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 11:00,40.92,94,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 12:00,52.60,100,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 13:00,40.38,90,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 14:00,41.82,87,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 15:00,30.09,74,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 16:00,21.34,58,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 17:00,15.22,44,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 18:00,12.33,34,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 19:00,23.52,41,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 20:00,34.32,55,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 21:00,74.18,101,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 22:00,44.76,96,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-12 23:00,31.78,80,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-13 00:00,,80,missing,reported,,reported_hourly_pm25_aqi,0,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-13 01:00,30.65,67,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-13 02:00,61.25,99,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-13 03:00,83.95,130,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-13 04:00,48.92,113,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-13 05:00,78.83,131,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-13 06:00,,131,missing,reported,,reported_hourly_pm25_aqi,0,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-13 07:00,,0,missing,reported,,reported_hourly_pm25_aqi,0,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-13 08:00,56.41,0,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHIPMK,Minh Khai - Bắc Từ Liêm,15,2026-06-13 09:00,42.87,98,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 10:00,25.22,60,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 11:00,27.03,57,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 12:00,20.48,49,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 13:00,21.95,46,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 14:00,22.98,46,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 15:00,20.85,44,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 16:00,15.10,37,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 17:00,17.84,36,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 18:00,20.61,39,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 19:00,21.65,41,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 20:00,24.14,45,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 21:00,28.23,50,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 22:00,21.18,46,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-12 23:00,20.19,44,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-13 00:00,15.21,37,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-13 01:00,22.55,41,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-13 02:00,18.06,39,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-13 03:00,30.31,50,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-13 04:00,23.61,48,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-13 05:00,23.26,47,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-13 06:00,17.38,41,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-13 07:00,28.09,49,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-13 08:00,21.51,46,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
moitruongthudo,HN_CCMT_KHITY3,"Số 46, phố Lưu Quang Vũ",14,2026-06-13 09:00,19.58,43,observed,reported,hourly_mean,reported_hourly_pm25_aqi,1,60,,2026-06-14T08:40:38.407831+00:00
