source_slug,station_code,station_name,station_index,observation_hour_local,pm25_ugm3,vn_aqi_pm25,pm25_status,vn_aqi_status,pm25_method,vn_aqi_method,raw_sample_count,raw_time_resolution_minutes,backup_station_code,snapshot_time_utc
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 01:00,,34,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 02:00,,28,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 03:00,,17,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 04:00,,12,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 05:00,,11,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 06:00,,16,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 07:00,,42,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 08:00,,73,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 09:00,,90,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 10:00,,94,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 11:00,,83,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 12:00,,67,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 13:00,,54,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 14:00,,42,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
cem,31390916083317566102523755051,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,2026-06-14 15:00,,28,missing,reported,,reported_hourly_pm25_aqi_nowcast,1,60,31390916083317566102523755051,2026-06-14T08:41:31.019571+00:00
