time_bin,dc1100_simple,dc1100_fit,dc1700_simple,airvisual_pm25
2019-08-25 11:30:00,21.990000000000002,41.05,28.84,38.0
2019-08-25 11:45:00,22.53,41.7,28.89,38.0
2019-08-25 12:00:00,21.08,39.8,27.479999999999997,41.0
2019-08-25 12:15:00,20.14,38.6,27.18,34.0
2019-08-25 12:30:00,19.78,38.1,26.189999999999998,38.0
2019-08-25 12:45:00,20.43,38.95,26.71,41.0
2019-08-25 13:00:00,18.49,36.3,23.905,41.0
2019-08-25 13:15:00,18.66,36.6,24.03,42.0
2019-08-25 13:30:00,18.23,36.0,23.57,42.0
2019-08-25 13:45:00,19.57,37.8,24.4,43.0
2019-08-25 14:00:00,18.63,36.5,23.259999999999998,39.0
2019-08-25 14:15:00,17.97,35.6,23.085,40.0
2019-08-25 14:30:00,17.314999999999998,34.7,22.32,41.0
2019-08-25 14:45:00,18.68,36.6,23.5,42.0
2019-08-25 15:00:00,17.795,35.4,23.585,47.0
2019-08-25 15:15:00,18.83,36.8,23.89,45.0
2019-08-25 15:30:00,19.705,38.0,24.3,42.0
2019-08-25 15:45:00,19.36,37.55,24.23,45.0
2019-08-25 16:00:00,19.285,37.45,23.91,43.0
2019-08-25 16:15:00,19.325000000000003,37.45,23.9,43.0
2019-08-25 16:30:00,20.925,39.650000000000006,26.1,46.0
2019-08-25 16:45:00,20.12,38.5,25.9,41.0
2019-08-25 17:00:00,22.14,41.2,28.63,44.0
2019-08-25 17:15:00,24.965,44.9,32.72,46.0
2019-08-25 17:30:00,26.24,46.5,34.12,48.0
2019-08-25 17:45:00,28.77,49.7,36.92,53.0
2019-08-25 18:00:00,30.015,51.3,38.43,54.0
2019-08-25 18:15:00,31.65,53.3,40.23,56.8
2019-08-25 18:30:00,34.1,56.3,41.790000000000006,44.0
2019-08-25 18:45:00,29.61,50.8,38.34,55.0
2019-08-25 19:00:00,32.254999999999995,54.05,41.245000000000005,55.0
2019-08-25 19:15:00,31.04,52.6,40.795,53.0
2019-08-25 19:30:00,31.75,53.4,41.675,54.0
2019-08-25 19:45:00,48.935,73.1,44.73,84.6
2019-08-25 20:00:00,47.38,71.4,44.85,74.7
2019-08-25 20:15:00,38.49,61.5,44.93,57.7
2019-08-25 20:30:00,32.355000000000004,54.15,41.005,51.0
2019-08-25 20:45:00,31.975,53.7,41.12,47.0
2019-08-25 21:00:00,31.87,53.6,41.34,46.0
2019-08-25 21:15:00,32.99,54.9,42.59,51.0
2019-08-25 21:30:00,29.69,50.9,38.34,51.0
2019-08-25 21:45:00,29.91,51.2,38.77,53.0
2019-08-25 22:00:00,34.86,57.2,42.79,55.9
2019-08-25 22:15:00,42.07,65.6,46.35,66.7
2019-08-25 22:30:00,48.555,72.69999999999999,46.95,72.9
2019-08-25 22:45:00,51.02,75.3,47.385000000000005,77.4
2019-08-25 23:00:00,52.39,76.7,48.56,84.6
2019-08-25 23:15:00,55.79,80.2,63.1,98.9
2019-08-25 23:30:00,66.06,90.2,82.49,98.0
2019-08-25 23:45:00,64.39,88.6,79.86,97.1
2019-08-26 00:00:00,58.51,82.9,64.555,81.9
2019-08-26 00:15:00,57.120000000000005,81.55,61.18,86.4
2019-08-26 00:30:00,56.495000000000005,80.95,59.73,79.2
2019-08-26 00:45:00,54.715,79.15,53.67,80.1
2019-08-26 01:00:00,54.06,78.5,52.125,72.9
2019-08-26 01:15:00,54.31,78.7,52.55,74.7
2019-08-26 01:30:00,52.97,77.35,49.864999999999995,68.4
2019-08-26 01:45:00,53.415,77.75,49.92,66.7
2019-08-26 02:00:00,53.9,78.3,51.04,65.8
2019-08-26 02:15:00,53.945,78.35,50.9,64.0
2019-08-26 02:30:00,52.84,77.2,49.34,64.9
2019-08-26 02:45:00,53.555,77.95,49.48,64.9
2019-08-26 03:00:00,53.14,77.5,49.22,61.3
2019-08-26 03:15:00,54.14,78.55,50.345,68.4
2019-08-26 03:30:00,53.7,78.1,50.754999999999995,70.2
2019-08-26 03:45:00,54.68,79.1,54.02,73.8
2019-08-26 04:00:00,59.13,83.6,69.7,85.5
2019-08-26 04:15:00,64.07,88.3,83.96,97.1
2019-08-26 04:30:00,67.76,91.8,96.4,98.9
2019-08-26 04:45:00,88.69,109.4,129.66,99.8
2019-08-26 05:00:00,91.92,111.9,130.82,113.3
2019-08-26 05:15:00,116.24,128.6,162.78,124.0
2019-08-26 05:30:00,129.765,136.55,181.03500000000003,126.7
2019-08-26 05:45:00,136.39499999999998,140.15,185.92,130.3
2019-08-26 06:00:00,98.81,117.0,163.78,96.2
2019-08-26 06:15:00,72.12,95.7,95.945,124.9
2019-08-26 06:30:00,137.03,140.5,176.965,132.1
2019-08-26 06:45:00,108.91,123.9,149.55,132.1
2019-08-26 07:00:00,111.85,125.8,145.89,110.6
2019-08-26 07:15:00,111.22,125.4,140.9,126.7
2019-08-26 07:30:00,91.235,111.4,117.41,115.1
2019-08-26 07:45:00,105.46,121.6,132.81,126.7
2019-08-26 08:00:00,102.845,119.80000000000001,134.69,133.9
2019-08-26 08:15:00,110.27,124.8,144.75,133.9
2019-08-26 08:30:00,122.11,132.1,158.46,143.8
2019-08-26 08:45:00,126.21,134.5,164.66,151.8
2019-08-26 09:00:00,129.0,136.1,165.66,150.9
2019-08-26 09:15:00,137.485,140.7,178.9,160.8
2019-08-26 09:30:00,136.68,140.3,174.73,143.8
2019-08-26 09:45:00,135.44,139.65,173.07,143.8
2019-08-26 10:00:00,117.93,129.65,150.42,149.1
2019-08-26 10:15:00,122.525,132.4,162.74,164.4
2019-08-26 10:30:00,130.77,137.1,169.89,159.9
2019-08-26 10:45:00,127.05000000000001,135.0,169.68,163.5
2019-08-26 11:00:00,120.58,131.2,162.48,153.6
2019-08-26 11:15:00,111.11,125.35,144.45,153.6
2019-08-26 11:30:00,109.34,124.2,145.65,160.8
2019-08-26 11:45:00,109.49,124.3,141.555,167.1
2019-08-26 12:00:00,96.88,115.6,127.85,158.1
2019-08-26 12:15:00,95.25999999999999,114.4,121.395,162.6
2019-08-26 12:30:00,91.745,111.75,114.05,142.0
2019-08-26 12:45:00,114.92,127.8,149.14,160.8
2019-08-26 13:00:00,120.325,131.05,162.05,152.7
2019-08-26 13:15:00,79.08,101.7,105.87,130.3
2019-08-26 13:30:00,62.379999999999995,86.7,75.81,122.2
2019-08-26 13:45:00,49.625,73.85,51.51,92.7
2019-08-26 14:00:00,47.74,71.8,45.11,104.3
2019-08-26 14:15:00,52.305,76.65,67.8,128.5
2019-08-26 14:30:00,56.27,80.7,68.95,124.9
2019-08-26 14:45:00,57.05,81.5,71.6,125.35
2019-08-26 15:00:00,51.13,75.4,54.56,124.9
2019-08-26 15:15:00,50.45,74.7,52.465,97.1
2019-08-26 15:30:00,50.97,75.25,52.7,102.5
2019-08-26 15:45:00,52.05,76.35,54.155,98.0
2019-08-26 16:00:00,53.92,78.3,59.18,102.5
2019-08-26 16:15:00,50.575,74.8,50.64,85.5
2019-08-26 16:30:00,50.95,75.2,45.02,76.5
2019-08-26 16:45:00,51.17,75.5,46.5,67.6
2019-08-26 17:00:00,51.07,75.4,45.644999999999996,71.1
2019-08-26 17:15:00,53.125,77.5,48.06,75.6
2019-08-26 17:30:00,52.575,76.9,47.45,75.6
2019-08-26 17:45:00,52.29,76.6,49.14,75.6
2019-08-26 18:00:00,54.375,78.8,51.230000000000004,72.0
2019-08-26 18:15:00,53.83,78.2,49.44,68.4
2019-08-26 22:30:00,54.92,79.3,51.91,59.5
2019-08-26 22:45:00,54.61,79.0,50.55,68.4
2019-08-26 23:00:00,54.1,78.5,50.83,70.2
2019-08-26 23:15:00,55.52,79.9,52.96,64.0
2019-08-26 23:30:00,55.61,80.0,52.33,64.0
2019-08-26 23:45:00,55.57,80.0,51.5,59.5
2019-08-27 00:00:00,54.76,79.2,52.73,58.6
2019-08-27 00:15:00,57.77,82.2,56.14,78.3
2019-08-27 00:30:00,56.88,81.3,57.705,69.3
2019-08-27 00:45:00,56.27,80.7,52.985,55.9
2019-08-27 01:00:00,55.19,79.6,52.3,51.0
2019-08-27 01:15:00,52.42,76.8,53.19,45.0
2019-08-27 01:30:00,44.45,68.2,52.010000000000005,37.0
2019-08-27 01:45:00,41.18,64.55,50.57,40.0
2019-08-27 02:00:00,41.98,65.5,51.53,37.0
2019-08-27 02:15:00,37.19,59.9,47.88,36.0
2019-08-27 02:30:00,36.96,59.7,46.27,33.0
2019-08-27 02:45:00,34.525000000000006,56.8,44.76,33.0
2019-08-27 03:00:00,33.935,56.1,44.12,36.0
2019-08-27 03:15:00,31.53,53.2,41.12,36.0
2019-08-27 03:30:00,54.86,79.3,55.15,55.0
2019-08-27 03:45:00,71.16,94.8,83.49,89.1
2019-08-27 04:00:00,64.22,88.45,68.67,74.7
2019-08-27 04:15:00,62.28,86.6,63.915000000000006,79.2
2019-08-27 04:30:00,61.4,85.8,60.23,55.0
2019-08-27 04:45:00,56.37,80.8,59.025000000000006,63.1
2019-08-27 05:00:00,60.15,84.6,59.285,69.3
2019-08-27 05:15:00,59.51,83.9,59.22,63.1
2019-08-27 05:30:00,57.269999999999996,81.75,60.4,49.0
2019-08-27 05:45:00,59.89,84.3,60.555,71.1
2019-08-27 06:00:00,46.5,70.5,56.97,34.0
2019-08-27 06:15:00,35.165000000000006,57.55,47.51,37.0
2019-08-27 06:30:00,35.31,57.75,48.81,64.0
2019-08-27 06:45:00,42.34,65.9,54.36,36.0
2019-08-27 07:00:00,34.72,57.0,46.59,36.0
2019-08-27 07:15:00,30.465000000000003,51.849999999999994,41.730000000000004,31.0
2019-08-27 07:30:00,29.34,50.45,40.61,31.0
2019-08-27 07:45:00,32.02,53.8,44.1,31.0
2019-08-27 08:00:00,31.17,52.75,42.42,35.0
2019-08-27 08:15:00,32.6,54.5,44.53,34.0
2019-08-27 08:30:00,33.15,55.1,45.93,36.0
2019-08-27 08:45:00,35.74,58.2,48.48,35.0
2019-08-27 09:00:00,32.91,54.8,44.93,38.0
2019-08-27 09:15:00,38.68,61.7,51.59,43.0
2019-08-27 09:30:00,41.55,65.0,54.955,46.0
2019-08-27 09:45:00,39.015,62.05,51.45,45.0
2019-08-27 10:00:00,40.7,64.0,52.76,47.0
2019-08-27 10:15:00,38.46,61.4,49.85,43.0
2019-08-27 10:30:00,38.31,61.3,49.73,44.0
2019-08-27 10:45:00,38.27,61.2,49.89,48.0
2019-08-27 11:00:00,39.51,62.6,51.0,42.0
2019-08-27 11:15:00,33.065,55.05,43.745,40.0
2019-08-27 11:30:00,26.82,47.25,39.075,35.0
2019-08-27 11:45:00,26.77,47.2,37.13,35.0
2019-08-27 12:00:00,22.03,41.1,30.735,28.0
2019-08-27 12:15:00,17.715,35.25,24.69,39.0
2019-08-27 12:45:00,18.07,35.8,27.064999999999998,29.0
2019-08-27 13:00:00,18.04,35.7,26.93,26.0
2019-08-27 16:00:00,36.74,59.4,47.334999999999994,43.0
2019-08-27 16:15:00,34.92,57.25,44.0,36.0
2019-08-27 16:30:00,34.32,56.5,44.72,47.0
2019-08-27 16:45:00,32.6,54.5,41.85,41.0
2019-08-27 17:00:00,28.23,49.1,36.815,44.0
2019-08-27 17:15:00,35.21,57.6,43.82,44.0
2019-08-27 17:30:00,36.08,58.6,45.31,49.0
2019-08-27 17:45:00,39.77,62.9,46.87,51.0
2019-08-27 18:00:00,44.67,68.5,47.13,54.0
2019-08-27 18:15:00,46.94,70.9,51.4,63.1
2019-08-27 18:30:00,45.74,69.6,52.42,58.6
2019-08-27 18:45:00,38.73,61.7,48.66,51.0
2019-08-27 19:00:00,36.4,59.05,47.254999999999995,45.0
2019-08-27 19:15:00,36.42,59.0,47.525,47.0
2019-08-27 19:30:00,38.665,61.650000000000006,49.980000000000004,45.0
2019-08-27 19:45:00,41.46,64.9,51.974999999999994,51.0
2019-08-27 20:00:00,43.54,67.2,52.894999999999996,52.0
2019-08-27 20:15:00,46.99,71.0,53.035,53.0
2019-08-27 20:30:00,36.52,59.2,47.98,50.0
2019-08-27 20:45:00,32.79,54.7,44.32,44.0
2019-08-27 21:00:00,29.79,51.0,39.69,38.0
2019-08-27 21:15:00,25.15,45.1,34.905,36.0
2019-08-27 21:30:00,22.94,42.3,30.295,33.0
2019-08-27 21:45:00,20.13,38.6,27.29,26.0
2019-08-27 22:00:00,17.82,35.4,23.1,25.0
2019-08-27 22:15:00,14.5,30.9,19.2,20.0
2019-08-27 22:30:00,16.3,33.4,20.065,15.0
2019-08-27 22:45:00,20.625,39.2,26.165,20.0
2019-08-27 23:00:00,23.31,42.8,33.5,22.0
2019-08-27 23:15:00,33.94,56.1,44.65,29.0
2019-08-27 23:30:00,44.28,68.0,55.81,45.0
2019-08-27 23:45:00,45.42,69.30000000000001,56.785,50.0
2019-08-28 00:00:00,49.14,73.3,59.18,43.0
2019-08-28 00:15:00,55.95,80.4,60.83,48.0
2019-08-28 00:30:00,62.97,87.3,67.83,67.6
2019-08-28 00:45:00,65.215,89.4,74.33,88.2
2019-08-28 01:00:00,61.49,85.9,63.81,96.2
2019-08-28 01:15:00,57.67,82.1,59.38,65.8
2019-08-28 01:30:00,57.32,81.8,57.86,57.7
2019-08-28 01:45:00,57.12,81.6,58.16,57.7
2019-08-28 02:00:00,58.42,82.85,57.73,55.9
2019-08-28 02:15:00,59.34,83.8,58.55,68.4
2019-08-28 02:30:00,59.18,83.65,57.57,61.3
2019-08-28 02:45:00,57.30500000000001,81.75,57.36,61.3
2019-08-28 03:00:00,56.89,81.3,61.83,54.0
2019-08-28 03:15:00,58.629999999999995,83.05,63.26,52.0
2019-08-28 03:30:00,61.15,85.5,65.51,55.9
2019-08-28 03:45:00,64.57,88.8,67.51,58.6
2019-08-28 04:00:00,64.64500000000001,88.85,73.445,76.5
2019-08-28 04:15:00,65.48,89.6,77.15,82.8
2019-08-28 04:30:00,67.81,91.8,83.98,92.7
2019-08-28 04:45:00,69.12,93.0,84.18,97.1
2019-08-28 05:00:00,66.52,90.6,71.22,78.3
2019-08-28 05:15:00,64.23,88.5,68.99,55.4
2019-08-28 05:45:00,51.81,76.1,65.76,42.5
2019-08-28 06:00:00,50.35,74.6,65.21,38.0
2019-08-28 06:30:00,45.7,69.6,60.73,35.5
2019-08-28 06:45:00,38.31,61.3,51.74,34.0
2019-08-28 07:00:00,39.29,62.4,51.79,34.0
2019-08-28 07:15:00,39.18,62.3,50.955,34.0
2019-08-28 07:30:00,39.085,62.150000000000006,50.25,33.0
2019-08-28 07:45:00,38.8,61.8,50.78,35.0
2019-08-28 08:00:00,41.765,65.19999999999999,54.1,38.0
2019-08-28 08:15:00,44.72,68.5,58.64,40.0
2019-08-28 08:30:00,39.64,62.8,53.85,33.0
2019-08-28 08:45:00,29.63,50.8,40.84,27.0
2019-08-28 09:00:00,30.525,51.95,40.59,27.0
2019-08-28 09:15:00,31.12,52.7,41.68,31.0
2019-08-28 09:30:00,27.94,48.7,36.525,28.0
2019-08-28 10:00:00,21.025,39.75,28.284999999999997,24.0
2019-08-28 10:15:00,12.965,28.700000000000003,17.895,16.0
2019-08-28 10:30:00,9.66,24.0,12.83,14.0
2019-08-28 10:45:00,9.129999999999999,23.2,11.47,13.0
2019-08-28 11:15:00,8.465,22.25,10.84,13.0
2019-08-28 11:30:00,9.46,23.7,12.28,14.0
2019-08-28 11:45:00,8.24,21.9,11.114999999999998,13.0
2019-08-28 12:00:00,8.56,22.4,11.305,16.0
2019-08-28 12:15:00,8.64,22.5,11.62,15.0
2019-08-28 12:30:00,7.89,21.4,10.34,12.0
2019-08-28 12:45:00,7.41,20.7,9.75,16.0
2019-08-28 13:00:00,7.08,20.2,9.605,14.0
2019-08-28 13:30:00,8.22,21.9,11.26,16.0
2019-08-28 13:45:00,5.22,17.4,6.92,10.0
2019-08-28 14:00:00,4.220000000000001,15.9,5.78,10.0
2019-08-28 14:15:00,5.12,17.3,6.75,13.0
2019-08-28 14:30:00,5.720000000000001,18.15,7.71,14.0
2019-08-28 15:00:00,10.52,25.2,12.51,23.0
2019-08-28 15:15:00,13.745000000000001,29.8,18.485,27.0
2019-08-28 15:30:00,11.97,27.3,16.36,28.0
2019-08-28 15:45:00,10.4,25.0,14.754999999999999,22.0
2019-08-28 16:00:00,11.54,26.7,15.2,19.0
2019-08-28 16:30:00,8.045,21.6,10.73,14.0
2019-08-28 16:45:00,8.55,22.3,11.28,15.0
2019-08-28 17:00:00,9.614999999999998,23.9,12.8,17.0
2019-08-28 17:15:00,9.02,23.0,12.135000000000002,16.0
2019-08-28 18:30:00,18.21,35.95,23.005,23.0
2019-08-28 18:45:00,15.915000000000001,32.8,19.8,23.0
2019-08-28 19:00:00,19.59,37.8,25.82,27.0
2019-08-28 19:15:00,18.81,36.8,23.49,27.0
2019-08-28 19:30:00,18.545,36.400000000000006,22.28,26.0
2019-08-28 19:45:00,35.02,57.4,43.53,40.0
2019-08-28 20:00:00,49.35,73.5,51.625,54.0
2019-08-28 20:15:00,43.73,67.4,49.68,57.7
2019-08-28 20:30:00,33.68,55.8,41.17,45.0
2019-08-28 20:45:00,33.16,55.15,40.485,44.0
2019-08-28 21:00:00,30.22,51.55,36.54,38.0
2019-08-28 21:15:00,37.09,59.85,43.695,45.0
2019-08-28 21:30:00,40.394999999999996,63.650000000000006,47.985,48.0
2019-08-28 21:45:00,49.03,73.2,53.88,48.0
2019-08-28 22:00:00,51.075,75.35,54.61,61.3
2019-08-29 20:30:00,18.22,36.0,24.915,25.0
2019-08-29 20:45:00,16.38,33.5,20.28,24.0
2019-08-29 21:00:00,16.21,33.2,19.740000000000002,22.0
2019-08-29 21:15:00,18.95,37.0,23.08,23.0
2019-08-29 21:30:00,21.04,39.8,26.87,23.0
2019-08-29 21:45:00,24.295,44.0,30.13,34.0
2019-08-29 22:00:00,24.34,44.1,29.3,27.0
2019-08-29 22:15:00,24.49,44.3,28.79,28.0
2019-08-29 22:30:00,21.005000000000003,39.7,25.455,27.0
2019-08-29 22:45:00,21.75,40.7,26.189999999999998,25.0
2019-08-29 23:00:00,19.01,37.0,22.99,23.0
2019-08-29 23:15:00,17.2,34.6,20.9,23.0
2019-08-29 23:30:00,26.755000000000003,47.2,28.54,24.0
2019-08-29 23:45:00,41.045,64.4,49.49,41.0
2019-08-30 00:00:00,52.14,76.5,59.275,55.0
2019-08-30 00:15:00,48.849999999999994,73.0,58.51,49.0
2019-08-30 00:30:00,31.455,53.099999999999994,40.08,30.0
2019-08-30 00:45:00,41.28,64.7,48.614999999999995,39.0
2019-08-30 01:00:00,51.12,75.4,57.93,55.9
2019-08-30 01:15:00,43.15,66.8,52.935,45.0
2019-08-30 01:30:00,28.41,49.3,36.25,30.0
2019-08-30 01:45:00,24.03,43.7,30.91,26.0
2019-08-30 02:00:00,15.96,32.9,20.43,18.0
2019-08-30 02:15:00,10.45,25.1,13.95,13.0
2019-08-30 02:30:00,11.51,26.6,15.004999999999999,12.0
2019-08-30 02:45:00,12.69,28.3,16.34,15.0
2019-08-30 03:00:00,8.62,22.4,10.81,10.0
2019-08-30 03:15:00,6.82,19.8,8.68,8.0
2019-08-30 03:30:00,10.89,25.7,13.78,9.0
2019-08-30 03:45:00,20.93,39.6,26.21,17.0
2019-08-30 04:00:00,22.34,41.5,28.19,18.0
2019-08-30 04:15:00,21.35,40.2,27.04,18.0
2019-08-30 04:30:00,18.534999999999997,36.4,23.82,16.0
2019-08-30 04:45:00,18.27,36.05,22.88,15.0
2019-08-30 05:00:00,16.74,34.0,21.29,12.0
2019-08-30 05:15:00,18.245,36.05,23.01,14.0
2019-08-30 05:30:00,18.71,36.6,23.54,14.0
2019-08-30 05:45:00,17.07,34.4,21.125,13.0
2019-08-30 06:00:00,17.05,34.4,20.99,13.0
2019-08-30 06:15:00,16.56,33.7,21.45,15.0
2019-08-30 06:30:00,16.89,34.2,20.86,30.0
2019-08-30 06:45:00,17.63,35.2,21.785,18.0
2019-08-30 08:00:00,22.41,41.6,27.63,22.0
2019-08-30 08:15:00,24.2,43.9,29.46,22.0
2019-08-30 08:30:00,25.1,45.099999999999994,31.58,26.0
2019-08-30 08:45:00,25.53,45.6,32.81,26.0
2019-08-30 09:00:00,21.26,40.1,26.185,27.0
2019-08-30 09:15:00,20.535,39.1,26.16,23.0
2019-08-30 09:30:00,18.66,36.6,22.94,22.0
2019-08-30 09:45:00,16.44,33.5,20.165,22.0
2019-08-30 10:00:00,15.690000000000001,32.55,19.42,20.0
2019-08-30 10:15:00,15.53,32.3,19.62,21.0
2019-08-30 10:30:00,14.47,30.8,17.43,18.0
2019-08-30 10:45:00,11.95,27.3,13.66,23.0
2019-08-30 11:00:00,8.95,22.9,10.82,11.0
2019-08-30 11:15:00,9.61,23.9,12.19,13.0
2019-08-30 11:30:00,9.28,23.4,11.905000000000001,13.0
2019-08-30 11:45:00,7.27,20.5,10.04,13.0
2019-08-30 12:00:00,6.84,19.8,8.53,13.0
2019-08-30 12:15:00,5.88,18.4,7.5649999999999995,10.0
2019-08-30 12:30:00,3.89,15.4,4.85,7.0
2019-08-30 12:45:00,4.08,15.7,5.15,7.0
2019-08-30 13:00:00,4.72,16.7,5.82,7.0
2019-08-30 13:15:00,5.07,17.2,6.16,8.0
2019-08-30 13:30:00,4.91,16.9,5.91,8.0
2019-08-30 13:45:00,4.74,16.7,5.88,6.0
2019-08-30 14:00:00,4.225,15.95,5.29,6.0
2019-08-30 14:15:00,4.16,15.8,5.18,6.0
2019-08-30 14:30:00,4.6,16.5,5.58,7.0
2019-08-30 14:45:00,5.285,17.55,6.405,6.0
2019-08-30 15:00:00,5.82,18.3,6.77,7.0
2019-08-30 15:15:00,5.824999999999999,18.3,7.09,7.0
2019-08-30 15:30:00,4.6,16.5,5.49,5.0
2019-08-30 15:45:00,5.72,18.2,7.1,8.0
2019-08-30 16:00:00,5.01,17.1,6.08,5.0
2019-08-30 16:15:00,6.28,19.0,7.78,7.0
2019-08-30 16:30:00,8.465,22.2,9.850000000000001,9.0
2019-08-30 16:45:00,11.52,26.6,14.4,8.0
2019-08-30 17:00:00,10.22,24.8,12.11,8.0
2019-08-30 17:15:00,8.815,22.75,10.35,7.0
2019-08-30 17:30:00,5.51,17.8,6.66,7.0
2019-08-30 17:45:00,5.635,18.049999999999997,6.58,7.0
2019-08-30 18:00:00,5.15,17.3,6.43,4.0
2019-08-30 18:15:00,5.09,17.2,6.28,4.0
2019-08-30 18:30:00,5.08,17.2,6.14,3.0
2019-08-30 18:45:00,6.84,19.799999999999997,7.36,5.0
2019-08-30 19:00:00,6.765000000000001,19.7,9.44,5.0
2019-08-30 19:15:00,4.92,17.0,6.01,3.0
2019-08-30 19:30:00,6.17,18.8,7.39,3.0
2019-08-30 19:45:00,5.58,18.0,6.82,5.0
2019-08-30 20:00:00,6.31,19.0,8.22,7.0
2019-08-30 20:15:00,8.22,21.9,10.22,8.0
2019-08-30 20:30:00,9.94,24.4,11.864999999999998,8.0
2019-08-30 20:45:00,10.21,24.8,13.56,10.0
2019-08-30 21:00:00,7.67,21.1,9.79,7.0
2019-08-30 21:15:00,7.1,20.2,8.71,6.0
2019-08-30 21:30:00,5.35,17.6,6.68,3.0
2019-08-30 21:45:00,6.86,19.9,9.09,6.0
2019-08-30 22:00:00,7.67,21.1,9.43,5.0
2019-08-30 22:15:00,9.94,24.4,12.8,10.0
2019-08-30 22:30:00,7.32,20.5,9.48,6.0
2019-08-30 22:45:00,7.865,21.35,9.55,6.0
2019-08-30 23:00:00,10.4,25.0,13.45,8.0
2019-08-30 23:15:00,9.14,23.2,11.55,7.0
2019-08-30 23:30:00,5.19,17.4,6.63,3.0
2019-08-30 23:45:00,3.49,14.8,4.23,2.0
2019-08-31 00:00:00,1.85,12.3,2.31,0.0
2019-08-31 00:15:00,3.03,14.1,3.68,1.0
2019-08-31 00:30:00,5.25,17.5,6.68,6.0
2019-08-31 00:45:00,2.76,13.7,3.22,2.0
2019-08-31 01:00:00,2.66,13.5,3.19,2.0
2019-08-31 01:15:00,3.54,14.9,4.77,2.0
2019-08-31 01:30:00,5.02,17.1,6.35,4.0
2019-08-31 01:45:00,4.72,16.7,5.87,3.0
2019-08-31 02:00:00,5.74,18.2,7.21,6.0
2019-08-31 02:15:00,3.29,14.5,4.8,3.0
2019-08-31 02:30:00,3.01,14.1,3.82,2.0
2019-08-31 02:45:00,2.47,13.2,3.12,2.0
2019-08-31 03:00:00,2.3,13.0,3.04,1.0
2019-08-31 03:15:00,2.245,12.9,2.89,1.0
2019-08-31 03:30:00,2.36,13.1,2.97,1.0
2019-08-31 03:45:00,2.89,13.9,3.42,1.0
2019-08-31 04:00:00,4.97,17.05,6.01,2.0
2019-08-31 04:15:00,63.49,87.8,68.51,47.0
2019-08-31 04:30:00,63.705,88.0,67.05000000000001,61.3
2019-08-31 04:45:00,55.25,79.69999999999999,63.035,44.0
2019-08-31 05:00:00,31.94,53.7,40.31,31.0
2019-08-31 05:15:00,21.76,40.7,27.14,18.0
2019-08-31 05:30:00,18.41,36.25,23.35,12.0
2019-08-31 05:45:00,19.92,38.3,24.8,15.0
2019-08-31 06:00:00,16.700000000000003,33.9,20.76,12.0
2019-08-31 06:15:00,15.61,32.4,19.25,12.0
2019-08-31 06:30:00,15.57,32.3,18.7,12.0
2019-08-31 06:45:00,13.88,30.0,17.12,15.0
2019-08-31 07:00:00,13.79,29.9,16.85,14.0
2019-08-31 07:15:00,12.32,27.8,15.155000000000001,14.0
2019-08-31 07:30:00,12.09,27.5,15.23,14.0
2019-08-31 07:45:00,13.445,29.4,15.84,21.0
2019-08-31 08:00:00,12.91,28.6,16.34,13.0
2019-08-31 08:15:00,16.345,33.4,20.22,21.0
2019-08-31 08:30:00,24.9,44.8,31.895000000000003,21.0
2019-08-31 08:45:00,21.11,39.9,26.79,24.0
2019-08-31 09:00:00,18.13,35.9,22.75,24.0
2019-08-31 09:15:00,17.67,35.2,22.095,20.0
2019-08-31 09:30:00,14.6,31.0,18.65,18.0
2019-08-31 09:45:00,13.620000000000001,29.6,17.4,15.0
2019-08-31 10:00:00,13.21,29.05,16.95,16.0
2019-08-31 10:15:00,13.55,29.5,16.775,16.0
2019-08-31 10:30:00,15.11,31.7,19.41,18.0
2019-08-31 10:45:00,16.255000000000003,33.3,20.46,18.0
2019-08-31 11:00:00,14.885,31.35,19.020000000000003,20.0
2019-08-31 11:15:00,12.81,28.5,17.79,23.0
2019-08-31 11:30:00,11.47,26.6,14.87,23.0
2019-08-31 12:30:00,14.705,31.15,18.72,17.0
2019-08-31 12:45:00,13.845,29.950000000000003,17.22,23.0
2019-08-31 13:00:00,12.46,28.0,15.85,20.0
2019-08-31 13:15:00,6.93,20.0,8.43,9.0
2019-08-31 13:30:00,5.62,18.0,7.1,8.0
2019-08-31 13:45:00,4.445,16.25,5.6,6.0
2019-08-31 14:00:00,4.54,16.4,5.45,4.0
2019-08-31 14:15:00,5.41,17.7,6.49,8.0
2019-08-31 14:30:00,4.26,16.0,5.295,6.0
2019-08-31 14:45:00,4.029999999999999,15.649999999999999,4.91,5.0
2019-08-31 15:00:00,3.61,15.0,4.32,4.0
2019-08-31 15:15:00,4.11,15.7,4.99,4.0
2019-08-31 15:30:00,4.045,15.649999999999999,4.99,6.0
2019-08-31 15:45:00,3.47,14.8,4.2,4.0
2019-08-31 16:00:00,2.91,13.9,3.495,4.0
2019-08-31 16:15:00,3.44,14.7,4.16,4.0
2019-08-31 16:30:00,3.39,14.6,4.2,4.0
2019-08-31 16:45:00,4.5,16.3,5.43,5.0
2019-08-31 17:00:00,7.71,21.1,9.67,5.0
2019-08-31 17:15:00,11.5,26.6,14.26,12.0
2019-08-31 17:30:00,12.780000000000001,28.45,15.86,16.0
2019-08-31 17:45:00,9.27,23.4,11.47,11.0
2019-08-31 18:00:00,9.84,24.2,11.52,12.0
