day,bins,r_dc1100_dc1700,r_dc1100_airvisual,r_dc1700_airvisual,min_r,low_pair_count,low_pairs,flagged,abnormal_low_r
2020-08-24,24,0.9968588949928474,0.8698899745410051,0.899426451419022,0.8698899745410051,0,,False,False
2020-08-25,24,0.9951242843135969,0.9505335954487957,0.9621670073698918,0.9505335954487957,0,,False,False
2020-08-26,24,0.994859271156125,0.9268614858397346,0.9332958226034607,0.9268614858397346,0,,False,False
2020-08-27,24,0.9820306106670748,0.9341471908726905,0.953267711257739,0.9341471908726905,0,,False,False
2020-08-28,24,0.999024177284597,0.8762579246916121,0.8890184329415416,0.8762579246916121,0,,False,False
2020-08-29,24,0.9959644872355007,0.8726005697573868,0.8567523953316147,0.8567523953316147,0,,False,False
2020-08-30,24,0.9958382120939493,0.033291330608082974,0.09138926040581961,0.033291330608082974,2,r_dc1100_airvisual;r_dc1700_airvisual,True,True
2020-08-31,24,0.9924913094873173,0.6528542259570751,0.712580502939251,0.6528542259570751,0,,False,False
2020-09-01,24,0.9908835679114617,0.9103840225661071,0.9451957995377712,0.9103840225661071,0,,False,False
2020-09-02,24,0.9639581427826581,0.8886941764683397,0.904795750333645,0.8886941764683397,0,,False,False
2020-09-03,24,0.735232707118233,0.718990106703549,0.33746470866270795,0.33746470866270795,1,r_dc1700_airvisual,False,False
2020-09-04,24,0.9775972808485133,0.7964218352342323,0.8465161858085921,0.7964218352342323,0,,False,False
2020-09-05,24,0.9942538044724015,0.9551462947085626,0.9473883305597494,0.9473883305597494,0,,False,False
2020-09-06,24,0.9921780420796055,0.8100585389181237,0.8231264764023256,0.8100585389181237,0,,False,False
2020-09-07,24,0.9962638203632196,0.9531832884619486,0.9543653223635007,0.9531832884619486,0,,False,False
2020-09-08,24,0.9923178527755795,0.9508833358620984,0.9300386410069142,0.9300386410069142,0,,False,False
2020-09-09,24,0.978929788035271,0.8157092388528654,0.8867132905031982,0.8157092388528654,0,,False,False
2020-09-10,24,0.9883295646968632,0.921047553344963,0.9204049513475211,0.9204049513475211,0,,False,False
2020-09-11,24,0.995576156167759,0.9714079590982985,0.9761971369591999,0.9714079590982985,0,,False,False
2020-09-12,24,0.9963900068585252,0.932506991273645,0.942669426414822,0.932506991273645,0,,False,False
